verein,marktwert,date
VfL Bochum,18.25,2013-04-15
SpVgg Greuther Fürth,32.20,2013-04-15
FC Bayern München,431.45,2013-04-01
Borussia Dortmund,254.70,2013-04-01
RasenBallsport Leipzig,6.28,2013-04-01
Bayer 04 Leverkusen,143.05,2013-04-01
Eintracht Frankfurt,57.20,2013-04-01
VfL Wolfsburg,94.40,2013-04-01
Borussia Mönchengladbach,84.50,2013-04-01
TSG 1899 Hoffenheim,73.45,2013-04-01
VfB Stuttgart,90.95,2013-04-01
SC Freiburg,51.25,2013-04-01
1.FSV Mainz 05,48.90,2013-04-01
1.FC Köln,20.00,2013-04-01
FC Augsburg,34.10,2013-04-01
Hertha BSC,33.75,2013-04-01
1.FC Union Berlin,13.73,2013-04-01
Arminia Bielefeld,6.80,2013-04-01
VfL Bochum,18.05,2013-04-01
SpVgg Greuther Fürth,32.20,2013-04-01
FC Bayern München,435.45,2013-03-15
Borussia Dortmund,250.20,2013-03-15
RasenBallsport Leipzig,6.28,2013-03-15
Bayer 04 Leverkusen,143.80,2013-03-15
Eintracht Frankfurt,54.20,2013-03-15
VfL Wolfsburg,97.40,2013-03-15
Borussia Mönchengladbach,83.80,2013-03-15
TSG 1899 Hoffenheim,72.95,2013-03-15
VfB Stuttgart,93.95,2013-03-15
SC Freiburg,49.25,2013-03-15
1.FSV Mainz 05,48.10,2013-03-15
1.FC Köln,20.40,2013-03-15
FC Augsburg,34.30,2013-03-15
Hertha BSC,34.00,2013-03-15
1.FC Union Berlin,13.73,2013-03-15
Arminia Bielefeld,6.80,2013-03-15
VfL Bochum,18.05,2013-03-15
SpVgg Greuther Fürth,30.95,2013-03-15
FC Bayern München,435.45,2013-03-01
Borussia Dortmund,250.20,2013-03-01
RasenBallsport Leipzig,6.28,2013-03-01
Bayer 04 Leverkusen,143.80,2013-03-01
Eintracht Frankfurt,54.20,2013-03-01
VfL Wolfsburg,97.40,2013-03-01
Borussia Mönchengladbach,83.80,2013-03-01
TSG 1899 Hoffenheim,72.95,2013-03-01
VfB Stuttgart,93.95,2013-03-01
SC Freiburg,49.25,2013-03-01
1.FSV Mainz 05,48.10,2013-03-01
1.FC Köln,20.40,2013-03-01
FC Augsburg,34.30,2013-03-01
Hertha BSC,34.00,2013-03-01
1.FC Union Berlin,13.73,2013-03-01
Arminia Bielefeld,6.80,2013-03-01
VfL Bochum,18.05,2013-03-01
SpVgg Greuther Fürth,30.85,2013-03-01
FC Bayern München,435.45,2013-02-15
Borussia Dortmund,249.95,2013-02-15
RasenBallsport Leipzig,6.28,2013-02-15
Bayer 04 Leverkusen,143.80,2013-02-15
Eintracht Frankfurt,54.20,2013-02-15
VfL Wolfsburg,97.40,2013-02-15
Borussia Mönchengladbach,83.80,2013-02-15
TSG 1899 Hoffenheim,72.95,2013-02-15
VfB Stuttgart,93.95,2013-02-15
SC Freiburg,50.75,2013-02-15
1.FSV Mainz 05,48.10,2013-02-15
1.FC Köln,20.40,2013-02-15
FC Augsburg,34.30,2013-02-15
Hertha BSC,34.00,2013-02-15
1.FC Union Berlin,13.70,2013-02-15
Arminia Bielefeld,6.60,2013-02-15
VfL Bochum,18.05,2013-02-15
SpVgg Greuther Fürth,30.85,2013-02-15
FC Bayern München,435.45,2013-02-01
Borussia Dortmund,250.20,2013-02-01
RasenBallsport Leipzig,6.28,2013-02-01
Bayer 04 Leverkusen,143.80,2013-02-01
Eintracht Frankfurt,54.20,2013-02-01
VfL Wolfsburg,97.40,2013-02-01
Borussia Mönchengladbach,83.80,2013-02-01
TSG 1899 Hoffenheim,72.95,2013-02-01
VfB Stuttgart,93.95,2013-02-01
SC Freiburg,51.15,2013-02-01
1.FSV Mainz 05,48.45,2013-02-01
1.FC Köln,21.00,2013-02-01
FC Augsburg,35.55,2013-02-01
Hertha BSC,34.00,2013-02-01
1.FC Union Berlin,13.70,2013-02-01
Arminia Bielefeld,6.55,2013-02-01
VfL Bochum,18.00,2013-02-01
SpVgg Greuther Fürth,30.85,2013-02-01
FC Bayern München,414.95,2013-01-15
Borussia Dortmund,236.45,2013-01-15
RasenBallsport Leipzig,6.33,2013-01-15
Bayer 04 Leverkusen,125.08,2013-01-15
Eintracht Frankfurt,49.90,2013-01-15
VfL Wolfsburg,114.70,2013-01-15
Borussia Mönchengladbach,87.85,2013-01-15
TSG 1899 Hoffenheim,77.90,2013-01-15
VfB Stuttgart,89.53,2013-01-15
SC Freiburg,46.78,2013-01-15
1.FSV Mainz 05,46.00,2013-01-15
1.FC Köln,21.30,2013-01-15
FC Augsburg,43.00,2013-01-15
Hertha BSC,34.50,2013-01-15
1.FC Union Berlin,14.60,2013-01-15
Arminia Bielefeld,6.00,2013-01-15
VfL Bochum,17.40,2013-01-15
SpVgg Greuther Fürth,32.18,2013-01-15
FC Bayern München,415.95,2013-01-01
Borussia Dortmund,229.45,2013-01-01
RasenBallsport Leipzig,6.03,2013-01-01
Bayer 04 Leverkusen,124.98,2013-01-01
Eintracht Frankfurt,49.40,2013-01-01
VfL Wolfsburg,110.20,2013-01-01
Borussia Mönchengladbach,87.85,2013-01-01
TSG 1899 Hoffenheim,77.65,2013-01-01
VfB Stuttgart,92.33,2013-01-01
SC Freiburg,46.78,2013-01-01
1.FSV Mainz 05,46.00,2013-01-01
1.FC Köln,23.95,2013-01-01
FC Augsburg,40.50,2013-01-01
Hertha BSC,34.85,2013-01-01
1.FC Union Berlin,14.90,2013-01-01
Arminia Bielefeld,5.83,2013-01-01
VfL Bochum,15.15,2013-01-01
SpVgg Greuther Fürth,32.10,2013-01-01
FC Bayern München,415.95,2012-12-15
Borussia Dortmund,229.25,2012-12-15
RasenBallsport Leipzig,5.85,2012-12-15
Bayer 04 Leverkusen,132.48,2012-12-15
Eintracht Frankfurt,49.40,2012-12-15
VfL Wolfsburg,110.20,2012-12-15
Borussia Mönchengladbach,88.35,2012-12-15
TSG 1899 Hoffenheim,77.65,2012-12-15
VfB Stuttgart,91.83,2012-12-15
SC Freiburg,46.78,2012-12-15
1.FSV Mainz 05,46.00,2012-12-15
1.FC Köln,22.95,2012-12-15
FC Augsburg,39.65,2012-12-15
Hertha BSC,34.85,2012-12-15
1.FC Union Berlin,14.90,2012-12-15
Arminia Bielefeld,5.83,2012-12-15
VfL Bochum,15.15,2012-12-15
SpVgg Greuther Fürth,30.10,2012-12-15
FC Bayern München,415.95,2012-12-01
Borussia Dortmund,229.25,2012-12-01
RasenBallsport Leipzig,5.85,2012-12-01
Bayer 04 Leverkusen,132.38,2012-12-01
Eintracht Frankfurt,49.40,2012-12-01
VfL Wolfsburg,110.20,2012-12-01
Borussia Mönchengladbach,88.35,2012-12-01
TSG 1899 Hoffenheim,77.65,2012-12-01
VfB Stuttgart,91.40,2012-12-01
SC Freiburg,46.78,2012-12-01
1.FSV Mainz 05,46.00,2012-12-01
1.FC Köln,22.95,2012-12-01
FC Augsburg,39.65,2012-12-01
Hertha BSC,34.85,2012-12-01
1.FC Union Berlin,14.90,2012-12-01
Arminia Bielefeld,5.83,2012-12-01
VfL Bochum,15.15,2012-12-01
SpVgg Greuther Fürth,30.10,2012-12-01
FC Bayern München,415.95,2012-11-15
Borussia Dortmund,229.25,2012-11-15
RasenBallsport Leipzig,5.85,2012-11-15
Bayer 04 Leverkusen,132.20,2012-11-15
Eintracht Frankfurt,49.40,2012-11-15
VfL Wolfsburg,110.20,2012-11-15
Borussia Mönchengladbach,88.35,2012-11-15
TSG 1899 Hoffenheim,77.65,2012-11-15
VfB Stuttgart,91.40,2012-11-15
SC Freiburg,46.65,2012-11-15
1.FSV Mainz 05,46.00,2012-11-15
1.FC Köln,22.95,2012-11-15
FC Augsburg,39.25,2012-11-15
Hertha BSC,34.85,2012-11-15
1.FC Union Berlin,14.90,2012-11-15
Arminia Bielefeld,5.83,2012-11-15
VfL Bochum,15.15,2012-11-15
SpVgg Greuther Fürth,30.10,2012-11-15
FC Bayern München,415.95,2012-11-01
Borussia Dortmund,229.45,2012-11-01
RasenBallsport Leipzig,5.85,2012-11-01
Bayer 04 Leverkusen,130.95,2012-11-01
Eintracht Frankfurt,49.40,2012-11-01
VfL Wolfsburg,110.20,2012-11-01
Borussia Mönchengladbach,88.35,2012-11-01
TSG 1899 Hoffenheim,77.50,2012-11-01
VfB Stuttgart,91.90,2012-11-01
SC Freiburg,46.65,2012-11-01
1.FSV Mainz 05,46.00,2012-11-01
1.FC Köln,22.95,2012-11-01
FC Augsburg,39.25,2012-11-01
Hertha BSC,34.85,2012-11-01
1.FC Union Berlin,14.90,2012-11-01
Arminia Bielefeld,5.83,2012-11-01
VfL Bochum,15.15,2012-11-01
SpVgg Greuther Fürth,30.10,2012-11-01
FC Bayern München,416.45,2012-10-15
Borussia Dortmund,210.75,2012-10-15
RasenBallsport Leipzig,5.85,2012-10-15
Bayer 04 Leverkusen,129.75,2012-10-15
Eintracht Frankfurt,44.60,2012-10-15
VfL Wolfsburg,115.70,2012-10-15
Borussia Mönchengladbach,89.20,2012-10-15
TSG 1899 Hoffenheim,77.75,2012-10-15
VfB Stuttgart,93.65,2012-10-15
SC Freiburg,46.15,2012-10-15
1.FSV Mainz 05,45.80,2012-10-15
1.FC Köln,25.15,2012-10-15
FC Augsburg,40.95,2012-10-15
Hertha BSC,37.30,2012-10-15
1.FC Union Berlin,14.60,2012-10-15
Arminia Bielefeld,5.98,2012-10-15
VfL Bochum,15.70,2012-10-15
SpVgg Greuther Fürth,29.90,2012-10-15
FC Bayern München,416.45,2012-10-01
Borussia Dortmund,210.75,2012-10-01
RasenBallsport Leipzig,5.83,2012-10-01
Bayer 04 Leverkusen,129.75,2012-10-01
Eintracht Frankfurt,44.60,2012-10-01
VfL Wolfsburg,115.70,2012-10-01
Borussia Mönchengladbach,89.20,2012-10-01
TSG 1899 Hoffenheim,77.75,2012-10-01
VfB Stuttgart,93.65,2012-10-01
SC Freiburg,46.15,2012-10-01
1.FSV Mainz 05,45.80,2012-10-01
1.FC Köln,25.15,2012-10-01
FC Augsburg,40.95,2012-10-01
Hertha BSC,37.30,2012-10-01
1.FC Union Berlin,14.60,2012-10-01
Arminia Bielefeld,5.98,2012-10-01
VfL Bochum,15.70,2012-10-01
SpVgg Greuther Fürth,29.90,2012-10-01
FC Bayern München,416.45,2012-09-15
Borussia Dortmund,210.75,2012-09-15
RasenBallsport Leipzig,5.83,2012-09-15
Bayer 04 Leverkusen,129.75,2012-09-15
Eintracht Frankfurt,44.60,2012-09-15
VfL Wolfsburg,115.70,2012-09-15
Borussia Mönchengladbach,89.20,2012-09-15
TSG 1899 Hoffenheim,77.95,2012-09-15
VfB Stuttgart,93.65,2012-09-15
SC Freiburg,46.15,2012-09-15
1.FSV Mainz 05,45.80,2012-09-15
1.FC Köln,25.15,2012-09-15
FC Augsburg,40.95,2012-09-15
Hertha BSC,37.10,2012-09-15
1.FC Union Berlin,14.60,2012-09-15
Arminia Bielefeld,5.98,2012-09-15
VfL Bochum,15.70,2012-09-15
SpVgg Greuther Fürth,29.90,2012-09-15
FC Bayern München,416.45,2012-09-01
Borussia Dortmund,210.45,2012-09-01
RasenBallsport Leipzig,5.83,2012-09-01
Bayer 04 Leverkusen,129.75,2012-09-01
Eintracht Frankfurt,44.60,2012-09-01
VfL Wolfsburg,115.70,2012-09-01
Borussia Mönchengladbach,89.20,2012-09-01
TSG 1899 Hoffenheim,77.75,2012-09-01
VfB Stuttgart,93.65,2012-09-01
SC Freiburg,46.15,2012-09-01
1.FSV Mainz 05,44.55,2012-09-01
1.FC Köln,25.00,2012-09-01
FC Augsburg,40.95,2012-09-01
Hertha BSC,37.10,2012-09-01
1.FC Union Berlin,14.60,2012-09-01
Arminia Bielefeld,5.48,2012-09-01
VfL Bochum,15.70,2012-09-01
SpVgg Greuther Fürth,29.90,2012-09-01
FC Bayern München,385.60,2012-08-15
Borussia Dortmund,210.45,2012-08-15
RasenBallsport Leipzig,7.83,2012-08-15
Bayer 04 Leverkusen,128.55,2012-08-15
Eintracht Frankfurt,41.85,2012-08-15
VfL Wolfsburg,131.45,2012-08-15
Borussia Mönchengladbach,89.60,2012-08-15
TSG 1899 Hoffenheim,86.50,2012-08-15
VfB Stuttgart,93.65,2012-08-15
SC Freiburg,46.15,2012-08-15
1.FSV Mainz 05,44.95,2012-08-15
1.FC Köln,31.10,2012-08-15
FC Augsburg,42.45,2012-08-15
Hertha BSC,36.60,2012-08-15
1.FC Union Berlin,14.68,2012-08-15
Arminia Bielefeld,5.48,2012-08-15
VfL Bochum,15.30,2012-08-15
SpVgg Greuther Fürth,29.15,2012-08-15
FC Bayern München,385.60,2012-08-01
Borussia Dortmund,210.45,2012-08-01
RasenBallsport Leipzig,7.83,2012-08-01
Bayer 04 Leverkusen,128.30,2012-08-01
Eintracht Frankfurt,39.85,2012-08-01
VfL Wolfsburg,129.45,2012-08-01
Borussia Mönchengladbach,91.25,2012-08-01
TSG 1899 Hoffenheim,79.50,2012-08-01
VfB Stuttgart,93.65,2012-08-01
SC Freiburg,46.15,2012-08-01
1.FSV Mainz 05,44.95,2012-08-01
1.FC Köln,36.65,2012-08-01
FC Augsburg,42.65,2012-08-01
Hertha BSC,38.25,2012-08-01
1.FC Union Berlin,14.15,2012-08-01
Arminia Bielefeld,5.48,2012-08-01
VfL Bochum,14.45,2012-08-01
SpVgg Greuther Fürth,27.50,2012-08-01
FC Bayern München,385.60,2012-07-15
Borussia Dortmund,211.70,2012-07-15
RasenBallsport Leipzig,8.08,2012-07-15
Bayer 04 Leverkusen,112.58,2012-07-15
Eintracht Frankfurt,38.80,2012-07-15
VfL Wolfsburg,122.20,2012-07-15
Borussia Mönchengladbach,78.25,2012-07-15
TSG 1899 Hoffenheim,78.50,2012-07-15
VfB Stuttgart,93.65,2012-07-15
SC Freiburg,43.90,2012-07-15
1.FSV Mainz 05,48.10,2012-07-15
1.FC Köln,36.65,2012-07-15
FC Augsburg,42.55,2012-07-15
Hertha BSC,40.95,2012-07-15
1.FC Union Berlin,13.55,2012-07-15
Arminia Bielefeld,5.48,2012-07-15
VfL Bochum,13.30,2012-07-15
SpVgg Greuther Fürth,26.25,2012-07-15
FC Bayern München,359.95,2012-07-01
Borussia Dortmund,191.25,2012-07-01
RasenBallsport Leipzig,6.28,2012-07-01
Bayer 04 Leverkusen,140.45,2012-07-01
Eintracht Frankfurt,34.00,2012-07-01
VfL Wolfsburg,99.15,2012-07-01
Borussia Mönchengladbach,77.10,2012-07-01
TSG 1899 Hoffenheim,71.20,2012-07-01
VfB Stuttgart,98.00,2012-07-01
SC Freiburg,37.75,2012-07-01
1.FSV Mainz 05,51.00,2012-07-01
1.FC Köln,69.45,2012-07-01
FC Augsburg,36.45,2012-07-01
Hertha BSC,55.85,2012-07-01
1.FC Union Berlin,12.55,2012-07-01
Arminia Bielefeld,5.75,2012-07-01
VfL Bochum,16.30,2012-07-01
SpVgg Greuther Fürth,25.85,2012-07-01
FC Bayern München,359.95,2012-06-15
Borussia Dortmund,191.25,2012-06-15
RasenBallsport Leipzig,6.28,2012-06-15
Bayer 04 Leverkusen,140.45,2012-06-15
Eintracht Frankfurt,33.08,2012-06-15
VfL Wolfsburg,99.15,2012-06-15
Borussia Mönchengladbach,77.10,2012-06-15
TSG 1899 Hoffenheim,71.08,2012-06-15
VfB Stuttgart,97.75,2012-06-15
SC Freiburg,37.75,2012-06-15
1.FSV Mainz 05,51.00,2012-06-15
1.FC Köln,69.45,2012-06-15
FC Augsburg,36.45,2012-06-15
Hertha BSC,55.85,2012-06-15
1.FC Union Berlin,11.50,2012-06-15
Arminia Bielefeld,5.83,2012-06-15
VfL Bochum,17.20,2012-06-15
SpVgg Greuther Fürth,21.75,2012-06-15
FC Bayern München,359.95,2012-06-01
Borussia Dortmund,191.25,2012-06-01
RasenBallsport Leipzig,6.28,2012-06-01
Bayer 04 Leverkusen,140.45,2012-06-01
Eintracht Frankfurt,33.08,2012-06-01
VfL Wolfsburg,99.15,2012-06-01
Borussia Mönchengladbach,77.10,2012-06-01
TSG 1899 Hoffenheim,71.08,2012-06-01
VfB Stuttgart,97.45,2012-06-01
SC Freiburg,37.75,2012-06-01
1.FSV Mainz 05,51.00,2012-06-01
1.FC Köln,69.45,2012-06-01
FC Augsburg,36.45,2012-06-01
Hertha BSC,55.85,2012-06-01
1.FC Union Berlin,11.50,2012-06-01
Arminia Bielefeld,5.83,2012-06-01
VfL Bochum,17.20,2012-06-01
SpVgg Greuther Fürth,21.75,2012-06-01
FC Bayern München,360.55,2012-05-15
Borussia Dortmund,191.25,2012-05-15
RasenBallsport Leipzig,6.28,2012-05-15
Bayer 04 Leverkusen,140.45,2012-05-15
Eintracht Frankfurt,33.08,2012-05-15
VfL Wolfsburg,99.15,2012-05-15
Borussia Mönchengladbach,77.10,2012-05-15
TSG 1899 Hoffenheim,71.08,2012-05-15
VfB Stuttgart,98.00,2012-05-15
SC Freiburg,37.75,2012-05-15
1.FSV Mainz 05,51.00,2012-05-15
1.FC Köln,69.45,2012-05-15
FC Augsburg,36.45,2012-05-15
Hertha BSC,55.85,2012-05-15
1.FC Union Berlin,11.50,2012-05-15
Arminia Bielefeld,5.83,2012-05-15
VfL Bochum,17.20,2012-05-15
SpVgg Greuther Fürth,21.75,2012-05-15
FC Bayern München,360.55,2012-05-01
Borussia Dortmund,191.25,2012-05-01
RasenBallsport Leipzig,6.28,2012-05-01
Bayer 04 Leverkusen,140.45,2012-05-01
Eintracht Frankfurt,33.15,2012-05-01
VfL Wolfsburg,99.15,2012-05-01
Borussia Mönchengladbach,77.10,2012-05-01
TSG 1899 Hoffenheim,71.08,2012-05-01
VfB Stuttgart,98.00,2012-05-01
SC Freiburg,37.75,2012-05-01
1.FSV Mainz 05,51.00,2012-05-01
1.FC Köln,69.45,2012-05-01
FC Augsburg,36.45,2012-05-01
Hertha BSC,55.85,2012-05-01
1.FC Union Berlin,11.50,2012-05-01
Arminia Bielefeld,5.83,2012-05-01
VfL Bochum,17.20,2012-05-01
SpVgg Greuther Fürth,21.75,2012-05-01
FC Bayern München,360.55,2012-04-15
Borussia Dortmund,191.25,2012-04-15
RasenBallsport Leipzig,6.28,2012-04-15
Bayer 04 Leverkusen,140.45,2012-04-15
Eintracht Frankfurt,33.15,2012-04-15
VfL Wolfsburg,99.15,2012-04-15
Borussia Mönchengladbach,77.10,2012-04-15
TSG 1899 Hoffenheim,71.08,2012-04-15
VfB Stuttgart,98.00,2012-04-15
SC Freiburg,37.75,2012-04-15
1.FSV Mainz 05,51.00,2012-04-15
1.FC Köln,69.45,2012-04-15
FC Augsburg,36.45,2012-04-15
Hertha BSC,55.75,2012-04-15
1.FC Union Berlin,11.50,2012-04-15
Arminia Bielefeld,5.83,2012-04-15
VfL Bochum,17.20,2012-04-15
SpVgg Greuther Fürth,21.75,2012-04-15
FC Bayern München,360.55,2012-04-01
Borussia Dortmund,191.25,2012-04-01
RasenBallsport Leipzig,6.28,2012-04-01
Bayer 04 Leverkusen,140.45,2012-04-01
Eintracht Frankfurt,33.15,2012-04-01
VfL Wolfsburg,99.65,2012-04-01
Borussia Mönchengladbach,77.10,2012-04-01
TSG 1899 Hoffenheim,71.08,2012-04-01
VfB Stuttgart,98.00,2012-04-01
SC Freiburg,37.75,2012-04-01
1.FSV Mainz 05,51.00,2012-04-01
1.FC Köln,69.95,2012-04-01
FC Augsburg,36.45,2012-04-01
Hertha BSC,55.75,2012-04-01
1.FC Union Berlin,11.50,2012-04-01
Arminia Bielefeld,5.83,2012-04-01
VfL Bochum,17.20,2012-04-01
SpVgg Greuther Fürth,21.75,2012-04-01
FC Bayern München,359.95,2012-03-15
Borussia Dortmund,191.25,2012-03-15
RasenBallsport Leipzig,6.28,2012-03-15
Bayer 04 Leverkusen,140.45,2012-03-15
Eintracht Frankfurt,34.15,2012-03-15
VfL Wolfsburg,99.65,2012-03-15
Borussia Mönchengladbach,77.10,2012-03-15
TSG 1899 Hoffenheim,71.08,2012-03-15
VfB Stuttgart,98.00,2012-03-15
SC Freiburg,37.35,2012-03-15
1.FSV Mainz 05,51.00,2012-03-15
1.FC Köln,69.95,2012-03-15
FC Augsburg,36.45,2012-03-15
Hertha BSC,55.75,2012-03-15
1.FC Union Berlin,11.50,2012-03-15
Arminia Bielefeld,5.83,2012-03-15
VfL Bochum,17.20,2012-03-15
SpVgg Greuther Fürth,21.75,2012-03-15
FC Bayern München,360.35,2012-03-01
Borussia Dortmund,179.75,2012-03-01
RasenBallsport Leipzig,6.28,2012-03-01
Bayer 04 Leverkusen,137.00,2012-03-01
Eintracht Frankfurt,34.15,2012-03-01
VfL Wolfsburg,99.30,2012-03-01
Borussia Mönchengladbach,73.60,2012-03-01
TSG 1899 Hoffenheim,71.83,2012-03-01
VfB Stuttgart,97.90,2012-03-01
SC Freiburg,36.45,2012-03-01
1.FSV Mainz 05,51.00,2012-03-01
1.FC Köln,68.95,2012-03-01
FC Augsburg,36.45,2012-03-01
Hertha BSC,55.65,2012-03-01
1.FC Union Berlin,12.25,2012-03-01
Arminia Bielefeld,5.83,2012-03-01
VfL Bochum,17.20,2012-03-01
SpVgg Greuther Fürth,21.75,2012-03-01
FC Bayern München,359.95,2012-02-15
Borussia Dortmund,179.75,2012-02-15
RasenBallsport Leipzig,6.28,2012-02-15
Bayer 04 Leverkusen,137.00,2012-02-15
Eintracht Frankfurt,34.75,2012-02-15
VfL Wolfsburg,99.30,2012-02-15
Borussia Mönchengladbach,73.60,2012-02-15
TSG 1899 Hoffenheim,71.83,2012-02-15
VfB Stuttgart,97.90,2012-02-15
SC Freiburg,36.45,2012-02-15
1.FSV Mainz 05,51.00,2012-02-15
1.FC Köln,68.75,2012-02-15
FC Augsburg,36.45,2012-02-15
Hertha BSC,55.65,2012-02-15
1.FC Union Berlin,12.25,2012-02-15
Arminia Bielefeld,5.83,2012-02-15
VfL Bochum,17.15,2012-02-15
SpVgg Greuther Fürth,21.75,2012-02-15
FC Bayern München,359.95,2012-02-01
Borussia Dortmund,179.75,2012-02-01
RasenBallsport Leipzig,7.05,2012-02-01
Bayer 04 Leverkusen,139.20,2012-02-01
Eintracht Frankfurt,35.75,2012-02-01
VfL Wolfsburg,99.30,2012-02-01
Borussia Mönchengladbach,73.40,2012-02-01
TSG 1899 Hoffenheim,71.60,2012-02-01
VfB Stuttgart,97.90,2012-02-01
SC Freiburg,37.05,2012-02-01
1.FSV Mainz 05,51.00,2012-02-01
1.FC Köln,68.75,2012-02-01
FC Augsburg,36.45,2012-02-01
Hertha BSC,55.65,2012-02-01
1.FC Union Berlin,12.25,2012-02-01
Arminia Bielefeld,5.83,2012-02-01
VfL Bochum,17.28,2012-02-01
SpVgg Greuther Fürth,21.75,2012-02-01
FC Bayern München,335.65,2012-01-15
Borussia Dortmund,170.95,2012-01-15
RasenBallsport Leipzig,5.25,2012-01-15
Bayer 04 Leverkusen,131.55,2012-01-15
Eintracht Frankfurt,39.55,2012-01-15
VfL Wolfsburg,108.48,2012-01-15
Borussia Mönchengladbach,65.00,2012-01-15
TSG 1899 Hoffenheim,71.05,2012-01-15
VfB Stuttgart,96.85,2012-01-15
SC Freiburg,53.30,2012-01-15
1.FSV Mainz 05,51.20,2012-01-15
1.FC Köln,64.74,2012-01-15
FC Augsburg,30.10,2012-01-15
Hertha BSC,48.18,2012-01-15
1.FC Union Berlin,10.65,2012-01-15
Arminia Bielefeld,5.55,2012-01-15
VfL Bochum,20.38,2012-01-15
SpVgg Greuther Fürth,20.30,2012-01-15
FC Bayern München,335.35,2012-01-01
Borussia Dortmund,170.95,2012-01-01
RasenBallsport Leipzig,5.25,2012-01-01
Bayer 04 Leverkusen,135.55,2012-01-01
Eintracht Frankfurt,38.25,2012-01-01
VfL Wolfsburg,85.43,2012-01-01
Borussia Mönchengladbach,64.05,2012-01-01
TSG 1899 Hoffenheim,84.25,2012-01-01
VfB Stuttgart,96.03,2012-01-01
SC Freiburg,54.73,2012-01-01
1.FSV Mainz 05,52.20,2012-01-01
1.FC Köln,66.45,2012-01-01
FC Augsburg,29.35,2012-01-01
Hertha BSC,48.18,2012-01-01
1.FC Union Berlin,11.05,2012-01-01
Arminia Bielefeld,5.38,2012-01-01
VfL Bochum,20.78,2012-01-01
SpVgg Greuther Fürth,19.55,2012-01-01
FC Bayern München,335.35,2011-12-15
Borussia Dortmund,170.95,2011-12-15
RasenBallsport Leipzig,5.25,2011-12-15
Bayer 04 Leverkusen,135.55,2011-12-15
Eintracht Frankfurt,38.25,2011-12-15
VfL Wolfsburg,85.43,2011-12-15
Borussia Mönchengladbach,64.05,2011-12-15
TSG 1899 Hoffenheim,84.25,2011-12-15
VfB Stuttgart,96.03,2011-12-15
SC Freiburg,56.23,2011-12-15
1.FSV Mainz 05,52.20,2011-12-15
1.FC Köln,66.45,2011-12-15
FC Augsburg,29.35,2011-12-15
Hertha BSC,48.18,2011-12-15
1.FC Union Berlin,11.05,2011-12-15
Arminia Bielefeld,5.38,2011-12-15
VfL Bochum,20.78,2011-12-15
SpVgg Greuther Fürth,19.55,2011-12-15
FC Bayern München,335.35,2011-12-01
Borussia Dortmund,170.95,2011-12-01
RasenBallsport Leipzig,5.25,2011-12-01
Bayer 04 Leverkusen,135.55,2011-12-01
Eintracht Frankfurt,38.25,2011-12-01
VfL Wolfsburg,85.43,2011-12-01
Borussia Mönchengladbach,64.05,2011-12-01
TSG 1899 Hoffenheim,84.25,2011-12-01
VfB Stuttgart,96.03,2011-12-01
SC Freiburg,56.23,2011-12-01
1.FSV Mainz 05,52.20,2011-12-01
1.FC Köln,66.45,2011-12-01
FC Augsburg,29.35,2011-12-01
Hertha BSC,48.18,2011-12-01
1.FC Union Berlin,11.05,2011-12-01
Arminia Bielefeld,5.38,2011-12-01
VfL Bochum,20.78,2011-12-01
SpVgg Greuther Fürth,19.55,2011-12-01
FC Bayern München,335.35,2011-11-15
Borussia Dortmund,170.95,2011-11-15
RasenBallsport Leipzig,5.25,2011-11-15
Bayer 04 Leverkusen,135.55,2011-11-15
Eintracht Frankfurt,38.25,2011-11-15
VfL Wolfsburg,85.43,2011-11-15
Borussia Mönchengladbach,64.05,2011-11-15
TSG 1899 Hoffenheim,84.25,2011-11-15
VfB Stuttgart,96.03,2011-11-15
SC Freiburg,56.23,2011-11-15
1.FSV Mainz 05,52.20,2011-11-15
1.FC Köln,66.45,2011-11-15
FC Augsburg,29.35,2011-11-15
Hertha BSC,48.18,2011-11-15
1.FC Union Berlin,11.05,2011-11-15
Arminia Bielefeld,5.38,2011-11-15
VfL Bochum,20.78,2011-11-15
SpVgg Greuther Fürth,19.55,2011-11-15
FC Bayern München,335.35,2011-11-01
Borussia Dortmund,170.95,2011-11-01
RasenBallsport Leipzig,5.25,2011-11-01
Bayer 04 Leverkusen,135.55,2011-11-01
Eintracht Frankfurt,38.25,2011-11-01
VfL Wolfsburg,85.43,2011-11-01
Borussia Mönchengladbach,64.05,2011-11-01
TSG 1899 Hoffenheim,84.25,2011-11-01
VfB Stuttgart,96.03,2011-11-01
SC Freiburg,56.23,2011-11-01
1.FSV Mainz 05,52.20,2011-11-01
1.FC Köln,66.45,2011-11-01
FC Augsburg,29.35,2011-11-01
Hertha BSC,48.18,2011-11-01
1.FC Union Berlin,11.05,2011-11-01
Arminia Bielefeld,5.38,2011-11-01
VfL Bochum,20.78,2011-11-01
SpVgg Greuther Fürth,19.55,2011-11-01
FC Bayern München,334.85,2011-10-15
Borussia Dortmund,175.70,2011-10-15
RasenBallsport Leipzig,5.58,2011-10-15
Bayer 04 Leverkusen,140.30,2011-10-15
Eintracht Frankfurt,40.75,2011-10-15
VfL Wolfsburg,94.03,2011-10-15
Borussia Mönchengladbach,62.05,2011-10-15
TSG 1899 Hoffenheim,83.45,2011-10-15
VfB Stuttgart,92.90,2011-10-15
SC Freiburg,55.73,2011-10-15
